"","LTER_site","local_site","date","airtemp_max","tmax_source_cw","airtemp_min","tmin_source_cw","airtemp_mean"
"11815","NWT","sdl",2013-12-04,-10.8,"NSF proposal data",-19.1,"NSF proposal data",-14.95
"11816","NWT","sdl",2013-12-05,-14.9,"NSF proposal data",-20.6,"NSF proposal data",-17.75
"11817","NWT","sdl",2013-12-06,-16.3,"NSF proposal data",-20.3,"NSF proposal data",-18.3
"11818","NWT","sdl",2013-12-07,-11.4,"NSF proposal data",-16,"NSF proposal data",-13.7
"11819","NWT","sdl",2013-12-08,-13,"NSF proposal data",-18.4,"NSF proposal data",-15.7
"11820","NWT","sdl",2013-12-09,-19.4,"NSF proposal data",-25.3,"NSF proposal data",-22.35
"11821","NWT","sdl",2013-12-10,-12.7,"NSF proposal data",-22.9,"NSF proposal data",-17.8
"11822","NWT","sdl",2013-12-11,-6,"NSF proposal data",-13.9,"NSF proposal data",-9.95
"11823","NWT","sdl",2013-12-12,0.8,"NSF proposal data",-6.2,"NSF proposal data",-2.7
"11824","NWT","sdl",2013-12-13,-4.8,"NSF proposal data",-11.1,"NSF proposal data",-7.95
"11825","NWT","sdl",2013-12-14,-7.5,"NSF proposal data",-11.5,"NSF proposal data",-9.5
"11826","NWT","sdl",2013-12-15,-5.7,"NSF proposal data",-11.4,"NSF proposal data",-8.55
"11827","NWT","sdl",2013-12-16,-3,"NSF proposal data",-6.3,"NSF proposal data",-4.65
"11828","NWT","sdl",2013-12-17,-1.3,"NSF proposal data",-6.3,"NSF proposal data",-3.8
"11829","NWT","sdl",2013-12-18,0.4,"NSF proposal data",-3.6,"NSF proposal data",-1.6
"11830","NWT","sdl",2013-12-19,-0.3,"NSF proposal data",-5.1,"NSF proposal data",-2.7
"11831","NWT","sdl",2013-12-20,-6.6,"NSF proposal data",-10.7,"NSF proposal data",-8.65
"11832","NWT","sdl",2013-12-21,-11.7,"NSF proposal data",-17.9,"NSF proposal data",-14.8
"11833","NWT","sdl",2013-12-22,-14.3,"NSF proposal data",-17.3,"NSF proposal data",-15.8
"11834","NWT","sdl",2013-12-23,-8.7,"NSF proposal data",-15,"NSF proposal data",-11.85
"11835","NWT","sdl",2013-12-24,-6.5,"NSF proposal data",-14,"NSF proposal data",-10.25
"11836","NWT","sdl",2013-12-25,-6.1,"NSF proposal data",-14.6,"NSF proposal data",-10.35
"11837","NWT","sdl",2013-12-26,-2.5,"NSF proposal data",-10.2,"NSF proposal data",-6.35
"11838","NWT","sdl",2013-12-27,5.9,"NSF proposal data",-6.5,"NSF proposal data",-0.3
"11839","NWT","sdl",2013-12-28,-1.8,"NSF proposal data",-15.1,"NSF proposal data",-8.45
"11840","NWT","sdl",2013-12-29,-10.4,"NSF proposal data",-19,"NSF proposal data",-14.7
"11841","NWT","sdl",2013-12-30,-7.7,"NSF proposal data",-17.4,"NSF proposal data",-12.55
"11842","NWT","sdl",2013-12-31,-6.3,"NSF proposal data",-7.3,"NSF proposal data",-6.8
"11843","NWT","sdl",2014-01-01,-8,"NSF proposal data",-12.7,"NSF proposal data",-10.35
"11844","NWT","sdl",2014-01-02,-4.6,"NSF proposal data",-12.5,"NSF proposal data",-8.55
"11845","NWT","sdl",2014-01-03,-3.6,"NSF proposal data",-6.6,"NSF proposal data",-5.1
"11846","NWT","sdl",2014-01-04,-7.2,"NSF proposal data",-19.4,"NSF proposal data",-13.3
"11847","NWT","sdl",2014-01-05,-15.2,"NSF proposal data",-19.7,"NSF proposal data",-17.45
"11848","NWT","sdl",2014-01-06,-7.5,"NSF proposal data",-25.4,"NSF proposal data",-16.45
"11849","NWT","sdl",2014-01-07,-5.6,"NSF proposal data",-12.5,"NSF proposal data",-9.05
"11850","NWT","sdl",2014-01-08,-9.3,"NSF proposal data",-12,"NSF proposal data",-10.65
"11851","NWT","sdl",2014-01-09,-9.7,"NSF proposal data",-15,"NSF proposal data",-12.35
"11852","NWT","sdl",2014-01-10,-8.9,"NSF proposal data",-13.8,"NSF proposal data",-11.35
"11853","NWT","sdl",2014-01-11,-3,"NSF proposal data",-12.6,"NSF proposal data",-7.8
"11854","NWT","sdl",2014-01-12,-4,"NSF proposal data",-16.6,"NSF proposal data",-10.3
"11855","NWT","sdl",2014-01-13,-12.2,"NSF proposal data",-18.1,"NSF proposal data",-15.15
"11856","NWT","sdl",2014-01-14,-9.7,"NSF proposal data",-12.8,"NSF proposal data",-11.25
"11857","NWT","sdl",2014-01-15,-8.8,"NSF proposal data",-11.6,"NSF proposal data",-10.2
"11858","NWT","sdl",2014-01-16,-8.6,"NSF proposal data",-12.9,"NSF proposal data",-10.75
"11859","NWT","sdl",2014-01-17,-5.8,"NSF proposal data",-11.3,"NSF proposal data",-8.55
"11860","NWT","sdl",2014-01-18,-2.3,"NSF proposal data",-9.5,"NSF proposal data",-5.9
"11861","NWT","sdl",2014-01-19,-2.3,"NSF proposal data",-6.5,"NSF proposal data",-4.4
"11862","NWT","sdl",2014-01-20,-7.4,"NSF proposal data",-11.8,"NSF proposal data",-9.6
"11863","NWT","sdl",2014-01-21,-2.9,"NSF proposal data",-9.1,"NSF proposal data",-6
"11864","NWT","sdl",2014-01-22,-0.2,"NSF proposal data",-15.7,"NSF proposal data",-7.95
"11865","NWT","sdl",2014-01-23,-4.5,"NSF proposal data",-16.7,"NSF proposal data",-10.6
"11866","NWT","sdl",2014-01-24,-1.2,"NSF proposal data",-10.3,"NSF proposal data",-5.75
"11867","NWT","sdl",2014-01-25,0,"NSF proposal data",-6.6,"NSF proposal data",-3.3
"11868","NWT","sdl",2014-01-26,-4.6,"NSF proposal data",-8.9,"NSF proposal data",-6.75
"11869","NWT","sdl",2014-01-27,-8.9,"NSF proposal data",-16.8,"NSF proposal data",-12.85
"11870","NWT","sdl",2014-01-28,-11.8,"NSF proposal data",-18.9,"NSF proposal data",-15.35
"11871","NWT","sdl",2014-01-29,-3.6,"NSF proposal data",-14.1,"NSF proposal data",-8.85
"11872","NWT","sdl",2014-01-30,-4.7,"NSF proposal data",-11.5,"NSF proposal data",-8.1
"11873","NWT","sdl",2014-01-31,-7.7,"NSF proposal data",-17.2,"NSF proposal data",-12.45
"11874","NWT","sdl",2014-02-01,-12.3,"NSF proposal data",-18.2,"NSF proposal data",-15.25
"11875","NWT","sdl",2014-02-02,-5.1,"NSF proposal data",-20.3,"NSF proposal data",-12.7
"11876","NWT","sdl",2014-02-03,-10.6,"NSF proposal data",-16.5,"NSF proposal data",-13.55
"11877","NWT","sdl",2014-02-04,-9.8,"NSF proposal data",-22.8,"NSF proposal data",-16.3
"11878","NWT","sdl",2014-02-05,-19.6,"NSF proposal data",-24.7,"NSF proposal data",-22.15
"11879","NWT","sdl",2014-02-06,-14.7,"NSF proposal data",-21.5,"NSF proposal data",-18.1
"11880","NWT","sdl",2014-02-07,-12.5,"NSF proposal data",-16.4,"NSF proposal data",-14.45
"11881","NWT","sdl",2014-02-08,-6.7,"NSF proposal data",-11.1,"NSF proposal data",-8.9
"11882","NWT","sdl",2014-02-09,-4.6,"NSF proposal data",-8.1,"NSF proposal data",-6.35
"11883","NWT","sdl",2014-02-10,-4.5,"NSF proposal data",-14.8,"NSF proposal data",-9.65
"11884","NWT","sdl",2014-02-11,-7.5,"NSF proposal data",-12.9,"NSF proposal data",-10.2
"11885","NWT","sdl",2014-02-12,-5.1,"NSF proposal data",-13.9,"NSF proposal data",-9.5
"11886","NWT","sdl",2014-02-13,-3.7,"NSF proposal data",-8.1,"NSF proposal data",-5.9
"11887","NWT","sdl",2014-02-14,-3.8,"NSF proposal data",-10.5,"NSF proposal data",-7.15
"11888","NWT","sdl",2014-02-15,-2.2,"NSF proposal data",-4.3,"NSF proposal data",-3.25
"11889","NWT","sdl",2014-02-16,-0.5,"NSF proposal data",-12.2,"NSF proposal data",-6.35
"11890","NWT","sdl",2014-02-17,-1.6,"NSF proposal data",-15.8,"NSF proposal data",-8.7
"11891","NWT","sdl",2014-02-18,-3.9,"NSF proposal data",-7.7,"NSF proposal data",-5.8
"11892","NWT","sdl",2014-02-19,-2.5,"NSF proposal data",-18.4,"NSF proposal data",-10.45
"11893","NWT","sdl",2014-02-20,-12.7,"NSF proposal data",-19.9,"NSF proposal data",-16.3
"11894","NWT","sdl",2014-02-21,-11.7,"NSF proposal data",-14.6,"NSF proposal data",-13.15
"11895","NWT","sdl",2014-02-22,-7.9,"NSF proposal data",-12.8,"NSF proposal data",-10.35
"11896","NWT","sdl",2014-02-23,-5,"NSF proposal data",-10.6,"NSF proposal data",-7.8
"11897","NWT","sdl",2014-02-24,-3.2,"NSF proposal data",-9.2,"NSF proposal data",-6.2
"11898","NWT","sdl",2014-02-25,-2.6,"NSF proposal data",-8,"NSF proposal data",-5.3
"11899","NWT","sdl",2014-02-26,-5.1,"NSF proposal data",-10.2,"NSF proposal data",-7.65
"11900","NWT","sdl",2014-02-27,-1.4,"NSF proposal data",-7,"NSF proposal data",-4.2
"11901","NWT","sdl",2014-02-28,-3,"NSF proposal data",-7.6,"NSF proposal data",-5.3
"11902","NWT","sdl",2014-03-01,-2.4,"NSF proposal data",-7.9,"NSF proposal data",-5.15
"11903","NWT","sdl",2014-03-02,-2.8,"NSF proposal data",-8.6,"NSF proposal data",-5.7
"11904","NWT","sdl",2014-03-03,-3.4,"NSF proposal data",-8.1,"NSF proposal data",-5.75
"11905","NWT","sdl",2014-03-04,-0.6,"NSF proposal data",-11.8,"NSF proposal data",-6.2
"11906","NWT","sdl",2014-03-05,-6.6,"NSF proposal data",-11.7,"NSF proposal data",-9.15
"11907","NWT","sdl",2014-03-06,0.5,"NSF proposal data",-9.2,"NSF proposal data",-4.35
"11908","NWT","sdl",2014-03-07,-3.8,"NSF proposal data",-13.3,"NSF proposal data",-8.55
"11909","NWT","sdl",2014-03-08,-2.2,"NSF proposal data",-15,"NSF proposal data",-8.6
"11910","NWT","sdl",2014-03-09,-0.6,"NSF proposal data",-5.3,"NSF proposal data",-2.95
"11911","NWT","sdl",2014-03-10,1.9,"NSF proposal data",-6.3,"NSF proposal data",-2.2
"11912","NWT","sdl",2014-03-11,-3.5,"NSF proposal data",-19,"NSF proposal data",-11.25
"11913","NWT","sdl",2014-03-12,2.1,"NSF proposal data",-18.4,"NSF proposal data",-8.15
"11914","NWT","sdl",2014-03-13,-4.6,"NSF proposal data",-9.4,"NSF proposal data",-7
"11915","NWT","sdl",2014-03-14,-0.9,"NSF proposal data",-8.3,"NSF proposal data",-4.6
"11916","NWT","sdl",2014-03-15,-7.2,"NSF proposal data",-11.7,"NSF proposal data",-9.45
"11917","NWT","sdl",2014-03-16,-3,"NSF proposal data",-14.2,"NSF proposal data",-8.6
"11918","NWT","sdl",2014-03-17,2.1,"NSF proposal data",-15.5,"NSF proposal data",-6.7
"11919","NWT","sdl",2014-03-18,-11,"NSF proposal data",-16,"NSF proposal data",-13.5
"11920","NWT","sdl",2014-03-19,-9,"NSF proposal data",-16,"NSF proposal data",-12.5
"11921","NWT","sdl",2014-03-20,-4,"NSF proposal data",-11,"NSF proposal data",-7.5
"11922","NWT","sdl",2014-03-21,-3,"NSF proposal data",-12,"NSF proposal data",-7.5
"11923","NWT","sdl",2014-03-22,-4,"NSF proposal data",-13,"NSF proposal data",-8.5
"11924","NWT","sdl",2014-03-23,-7,"NSF proposal data",-13,"NSF proposal data",-10
"11925","NWT","sdl",2014-03-24,-7,"NSF proposal data",-12,"NSF proposal data",-9.5
"11926","NWT","sdl",2014-03-25,1,"NSF proposal data",-9,"NSF proposal data",-4
"11927","NWT","sdl",2014-03-26,-1,"NSF proposal data",-8,"NSF proposal data",-4.5
"11928","NWT","sdl",2014-03-27,-8,"NSF proposal data",-12,"NSF proposal data",-10
"11929","NWT","sdl",2014-03-28,-10,"NSF proposal data",-13,"NSF proposal data",-11.5
"11930","NWT","sdl",2014-03-29,-4,"NSF proposal data",-10,"NSF proposal data",-7
"11931","NWT","sdl",2014-03-30,1,"NSF proposal data",-9,"NSF proposal data",-4
"11932","NWT","sdl",2014-03-31,-9,"NSF proposal data",-12,"NSF proposal data",-10.5
"11933","NWT","sdl",2014-04-01,-6,"NSF proposal data",-11,"NSF proposal data",-8.5
"11934","NWT","sdl",2014-04-02,-6,"NSF proposal data",-10,"NSF proposal data",-8
"11935","NWT","sdl",2014-04-03,-7,"NSF proposal data",-13,"NSF proposal data",-10
"11936","NWT","sdl",2014-04-04,-6,"NSF proposal data",-13,"NSF proposal data",-9.5
"11937","NWT","sdl",2014-04-05,-2,"NSF proposal data",-10,"NSF proposal data",-6
"11938","NWT","sdl",2014-04-06,-7,"NSF proposal data",-10,"NSF proposal data",-8.5
"11939","NWT","sdl",2014-04-07,-6,"NSF proposal data",-10,"NSF proposal data",-8
"11940","NWT","sdl",2014-04-08,1,"NSF proposal data",-8,"NSF proposal data",-3.5
"11941","NWT","sdl",2014-04-09,3,"NSF proposal data",-3,"NSF proposal data",0
"11942","NWT","sdl",2014-04-10,1,"NSF proposal data",-3,"NSF proposal data",-1
"11943","NWT","sdl",2014-04-11,5.8,"NSF proposal data",-2.6,"NSF proposal data",1.6
"11944","NWT","sdl",2014-04-12,6.8,"NSF proposal data",-3.2,"NSF proposal data",1.8
"11945","NWT","sdl",2014-04-13,-3.3,"NSF proposal data",-19,"NSF proposal data",-11.15
"11946","NWT","sdl",2014-04-14,-8.7,"NSF proposal data",-18,"NSF proposal data",-13.35
"11947","NWT","sdl",2014-04-15,-4,"NSF proposal data",-7,"NSF proposal data",-5.5
"11948","NWT","sdl",2014-04-16,-5,"NSF proposal data",-11,"NSF proposal data",-8
"11949","NWT","sdl",2014-04-17,-1,"NSF proposal data",-11,"NSF proposal data",-6
"11950","NWT","sdl",2014-04-18,5,"NSF proposal data",-3,"NSF proposal data",1
"11951","NWT","sdl",2014-04-19,4,"NSF proposal data",-2,"NSF proposal data",1
"11952","NWT","sdl",2014-04-20,4,"NSF proposal data",-2,"NSF proposal data",1
"11953","NWT","sdl",2014-04-21,4,"NSF proposal data",-5,"NSF proposal data",-0.5
"11954","NWT","sdl",2014-04-22,5,"NSF proposal data",0,"NSF proposal data",2.5
"11955","NWT","sdl",2014-04-23,1,"NSF proposal data",-10,"NSF proposal data",-4.5
"11956","NWT","sdl",2014-04-24,-1,"NSF proposal data",-11,"NSF proposal data",-6
"11957","NWT","sdl",2014-04-25,5,"NSF proposal data",-4,"NSF proposal data",0.5
"11958","NWT","sdl",2014-04-26,5,"NSF proposal data",-5,"NSF proposal data",0
"11959","NWT","sdl",2014-04-27,-6,"NSF proposal data",-10,"NSF proposal data",-8
"11960","NWT","sdl",2014-04-28,-10,"NSF proposal data",-11,"NSF proposal data",-10.5
"11961","NWT","sdl",2014-04-29,-9,"NSF proposal data",-11,"NSF proposal data",-10
"11962","NWT","sdl",2014-04-30,-6,"NSF proposal data",-11,"NSF proposal data",-8.5
"11963","NWT","sdl",2014-05-01,-3,"NSF proposal data",-12,"NSF proposal data",-7.5
"11964","NWT","sdl",2014-05-02,3,"NSF proposal data",-4,"NSF proposal data",-0.5
"11965","NWT","sdl",2014-05-03,7,"NSF proposal data",-1,"NSF proposal data",3
"11966","NWT","sdl",2014-05-04,6,"NSF proposal data",2,"NSF proposal data",4
"11967","NWT","sdl",2014-05-05,7,"NSF proposal data",1,"NSF proposal data",4
"11968","NWT","sdl",2014-05-06,8,"NSF proposal data",0,"NSF proposal data",4
"11969","NWT","sdl",2014-05-07,3,"NSF proposal data",-6,"NSF proposal data",-1.5
"11970","NWT","sdl",2014-05-08,-3,"NSF proposal data",-8,"NSF proposal data",-5.5
"11971","NWT","sdl",2014-05-09,-2,"NSF proposal data",-7,"NSF proposal data",-4.5
"11972","NWT","sdl",2014-05-10,0,"NSF proposal data",-5,"NSF proposal data",-2.5
"11973","NWT","sdl",2014-05-11,-2,"NSF proposal data",-10,"NSF proposal data",-6
"11974","NWT","sdl",2014-05-12,-7,"NSF proposal data",-14,"NSF proposal data",-10.5
"11975","NWT","sdl",2014-05-13,-3,"NSF proposal data",-17,"NSF proposal data",-10
"11976","NWT","sdl",2014-05-14,-6,"NSF proposal data",-11,"NSF proposal data",-8.5
"11977","NWT","sdl",2014-05-15,-2,"NSF proposal data",-6,"NSF proposal data",-4
"11978","NWT","sdl",2014-05-16,2,"NSF proposal data",-4,"NSF proposal data",-1
"11979","NWT","sdl",2014-05-17,4,"NSF proposal data",-2,"NSF proposal data",1
"11980","NWT","sdl",2014-05-18,8,"NSF proposal data",-1,"NSF proposal data",3.5
"11981","NWT","sdl",2014-05-19,8,"NSF proposal data",-1,"NSF proposal data",3.5
"11982","NWT","sdl",2014-05-20,6,"NSF proposal data",-2,"NSF proposal data",2
"11983","NWT","sdl",2014-05-21,5,"NSF proposal data",0,"NSF proposal data",2.5
"11984","NWT","sdl",2014-05-22,8,"NSF proposal data",0,"NSF proposal data",4
"11985","NWT","sdl",2014-05-23,7,"NSF proposal data",-1,"NSF proposal data",3
"11986","NWT","sdl",2014-05-24,5,"NSF proposal data",-1,"NSF proposal data",2
"11987","NWT","sdl",2014-05-25,2,"NSF proposal data",-3,"NSF proposal data",-0.5
"11988","NWT","sdl",2014-05-26,5,"NSF proposal data",-2,"NSF proposal data",1.5
"11989","NWT","sdl",2014-05-27,8,"NSF proposal data",3,"NSF proposal data",5.5
"11990","NWT","sdl",2014-05-28,12,"NSF proposal data",3,"NSF proposal data",7.5
"11991","NWT","sdl",2014-05-29,10,"NSF proposal data",4,"NSF proposal data",7
"11992","NWT","sdl",2014-05-30,6,"NSF proposal data",2,"NSF proposal data",4
"11993","NWT","sdl",2014-05-31,9,"NSF proposal data",0,"NSF proposal data",4.5
"11994","NWT","sdl",2014-06-01,7,"NSF proposal data",0,"NSF proposal data",3.5
"11995","NWT","sdl",2014-06-02,11,"NSF proposal data",-1,"NSF proposal data",5
"11996","NWT","sdl",2014-06-03,11,"NSF proposal data",4,"NSF proposal data",7.5
"11997","NWT","sdl",2014-06-04,11,"NSF proposal data",1,"NSF proposal data",6
"11998","NWT","sdl",2014-06-05,11,"NSF proposal data",-1,"NSF proposal data",5
"11999","NWT","sdl",2014-06-06,10,"NSF proposal data",1,"NSF proposal data",5.5
"12000","NWT","sdl",2014-06-07,10,"NSF proposal data",-1,"NSF proposal data",4.5
"12001","NWT","sdl",2014-06-08,7,"NSF proposal data",-3,"NSF proposal data",2
"12002","NWT","sdl",2014-06-09,6,"NSF proposal data",-6,"NSF proposal data",0
"12003","NWT","sdl",2014-06-10,10,"NSF proposal data",2,"NSF proposal data",6
"12004","NWT","sdl",2014-06-11,10,"NSF proposal data",1,"NSF proposal data",5.5
"12005","NWT","sdl",2014-06-12,10,"NSF proposal data",0,"NSF proposal data",5
"12006","NWT","sdl",2014-06-13,12,"NSF proposal data",6,"NSF proposal data",9
"12007","NWT","sdl",2014-06-14,8,"NSF proposal data",-3,"NSF proposal data",2.5
"12008","NWT","sdl",2014-06-15,9.4,"NSF proposal data",-1.5,"NSF proposal data",3.95
"12009","NWT","sdl",2014-06-16,12.7,"NSF proposal data",2.8,"NSF proposal data",7.75
"12010","NWT","sdl",2014-06-17,13,"NSF proposal data",8,"NSF proposal data",10.5
"12011","NWT","sdl",2014-06-18,10,"NSF proposal data",0,"NSF proposal data",5
"12012","NWT","sdl",2014-06-19,9,"NSF proposal data",-2,"NSF proposal data",3.5
"12013","NWT","sdl",2014-06-20,13,"NSF proposal data",2,"NSF proposal data",7.5
"12014","NWT","sdl",2014-06-21,13,"NSF proposal data",4,"NSF proposal data",8.5
"12015","NWT","sdl",2014-06-22,10,"NSF proposal data",1,"NSF proposal data",5.5
"12016","NWT","sdl",2014-06-23,12,"NSF proposal data",1,"NSF proposal data",6.5
"12017","NWT","sdl",2014-06-24,12,"NSF proposal data",2,"NSF proposal data",7
"12018","NWT","sdl",2014-06-25,15,"NSF proposal data",3,"NSF proposal data",9
"12019","NWT","sdl",2014-06-26,14,"NSF proposal data",5,"NSF proposal data",9.5
"12020","NWT","sdl",2014-06-27,9,"NSF proposal data",4,"NSF proposal data",6.5
"12021","NWT","sdl",2014-06-28,9,"NSF proposal data",0,"NSF proposal data",4.5
"12022","NWT","sdl",2014-06-29,15,"NSF proposal data",5,"NSF proposal data",10
"12023","NWT","sdl",2014-06-30,14,"NSF proposal data",-1,"NSF proposal data",6.5
"12024","NWT","sdl",2014-07-01,9,"NSF proposal data",-1,"NSF proposal data",4
"12025","NWT","sdl",2014-07-02,10.9,"NSF proposal data",1.6,"NSF proposal data",6.25
"12026","NWT","sdl",2014-07-03,16,"NSF proposal data",5.3,"NSF proposal data",10.65
"12027","NWT","sdl",2014-07-04,13.8,"NSF proposal data",4.2,"NSF proposal data",9
"12028","NWT","sdl",2014-07-05,15.4,"NSF proposal data",6.6,"NSF proposal data",11
"12029","NWT","sdl",2014-07-06,24.1,"NSF proposal data",10.1,"NSF proposal data",17.1
"12030","NWT","sdl",2014-07-07,18.9,"NSF proposal data",6.5,"NSF proposal data",12.7
"12031","NWT","sdl",2014-07-08,14.3,"NSF proposal data",5.5,"NSF proposal data",9.9
"12032","NWT","sdl",2014-07-09,12.3,"NSF proposal data",6,"NSF proposal data",9.15
"12033","NWT","sdl",2014-07-10,21.2,"NSF proposal data",9,"NSF proposal data",15.1
"12034","NWT","sdl",2014-07-11,18.5,"NSF proposal data",6,"NSF proposal data",12.25
"12035","NWT","sdl",2014-07-12,21.5,"NSF proposal data",3.7,"NSF proposal data",12.6
"12036","NWT","sdl",2014-07-13,14.8,"NSF proposal data",2.5,"NSF proposal data",8.65
"12037","NWT","sdl",2014-07-14,11.3,"NSF proposal data",3,"NSF proposal data",7.15
"12038","NWT","sdl",2014-07-15,14.6,"NSF proposal data",3.4,"NSF proposal data",9
"12039","NWT","sdl",2014-07-16,11.7,"NSF proposal data",1.2,"NSF proposal data",6.45
"12040","NWT","sdl",2014-07-17,10.6,"NSF proposal data",2.3,"NSF proposal data",6.45
"12041","NWT","sdl",2014-07-18,12.2,"NSF proposal data",6,"NSF proposal data",9.1
"12042","NWT","sdl",2014-07-19,16.7,"NSF proposal data",5.7,"NSF proposal data",11.2
"12043","NWT","sdl",2014-07-20,20,"NSF proposal data",6.7,"NSF proposal data",13.35
"12044","NWT","sdl",2014-07-21,19.4,"NSF proposal data",6.2,"NSF proposal data",12.8
"12045","NWT","sdl",2014-07-22,19.8,"NSF proposal data",9.6,"NSF proposal data",14.7
"12046","NWT","sdl",2014-07-23,21.2,"NSF proposal data",10.3,"NSF proposal data",15.75
"12047","NWT","sdl",2014-07-24,21.2,"NSF proposal data",11.3,"NSF proposal data",16.25
"12048","NWT","sdl",2014-07-25,23.1,"NSF proposal data",9.1,"NSF proposal data",16.1
"12049","NWT","sdl",2014-07-26,21.3,"NSF proposal data",7.5,"NSF proposal data",14.4
"12050","NWT","sdl",2014-07-27,14.4,"NSF proposal data",7.1,"NSF proposal data",10.75
"12051","NWT","sdl",2014-07-28,15.2,"NSF proposal data",6.7,"NSF proposal data",10.95
"12052","NWT","sdl",2014-07-29,15,"NSF proposal data",5.8,"NSF proposal data",10.4
"12053","NWT","sdl",2014-07-30,4.7,"NSF proposal data",3.7,"NSF proposal data",4.2
"12054","NWT","sdl",2014-07-31,6.8,"NSF proposal data",2.2,"NSF proposal data",4.5
"12055","NWT","sdl",2014-08-01,6.6,"NSF proposal data",2.1,"NSF proposal data",4.35
"12056","NWT","sdl",2014-08-02,13.8,"NSF proposal data",1.1,"NSF proposal data",7.45
"12057","NWT","sdl",2014-08-03,17,"NSF proposal data",3.4,"NSF proposal data",10.2
"12058","NWT","sdl",2014-08-04,12.2,"NSF proposal data",5.5,"NSF proposal data",8.85
"12059","NWT","sdl",2014-08-05,12.6,"NSF proposal data",6.4,"NSF proposal data",9.5
"12060","NWT","sdl",2014-08-06,17.2,"NSF proposal data",5.6,"NSF proposal data",11.4
"12061","NWT","sdl",2014-08-07,17,"NSF proposal data",3.7,"NSF proposal data",10.35
"12062","NWT","sdl",2014-08-08,17.8,"NSF proposal data",3.6,"NSF proposal data",10.7
"12063","NWT","sdl",2014-08-09,13.2,"NSF proposal data",4.6,"NSF proposal data",8.9
"12064","NWT","sdl",2014-08-10,9.7,"NSF proposal data",2.9,"NSF proposal data",6.3
"12065","NWT","sdl",2014-08-11,11.2,"NSF proposal data",2.3,"NSF proposal data",6.75
"12066","NWT","sdl",2014-08-12,14,"NSF proposal data",6,"NSF proposal data",10
"12067","NWT","sdl",2014-08-13,12,"NSF proposal data",6,"NSF proposal data",9
"12068","NWT","sdl",2014-08-14,13,"NSF proposal data",4,"NSF proposal data",8.5
"12069","NWT","sdl",2014-08-15,7,"NSF proposal data",4,"NSF proposal data",5.5
"12070","NWT","sdl",2014-08-16,9,"NSF proposal data",1,"NSF proposal data",5
"12071","NWT","sdl",2014-08-17,9,"NSF proposal data",1,"NSF proposal data",5
"12072","NWT","sdl",2014-08-18,11,"NSF proposal data",2,"NSF proposal data",6.5
"12073","NWT","sdl",2014-08-19,9,"NSF proposal data",5,"NSF proposal data",7
"12074","NWT","sdl",2014-08-20,16.6,"NSF proposal data",1.9,"NSF proposal data",9.25
"12075","NWT","sdl",2014-08-21,16.5,"NSF proposal data",4,"NSF proposal data",10.25
"12076","NWT","sdl",2014-08-22,7,"NSF proposal data",2.5,"NSF proposal data",4.75
"12077","NWT","sdl",2014-08-23,10.3,"NSF proposal data",1.5,"NSF proposal data",5.9
"12078","NWT","sdl",2014-08-24,10.8,"NSF proposal data",1,"NSF proposal data",5.9
"12079","NWT","sdl",2014-08-25,12.2,"NSF proposal data",2.3,"NSF proposal data",7.25
"12080","NWT","sdl",2014-08-26,12,"NSF proposal data",4,"NSF proposal data",8
"12081","NWT","sdl",2014-08-27,9,"NSF proposal data",2,"NSF proposal data",5.5
"12082","NWT","sdl",2014-08-28,4,"NSF proposal data",1,"NSF proposal data",2.5
"12083","NWT","sdl",2014-08-29,10,"NSF proposal data",2,"NSF proposal data",6
"12084","NWT","sdl",2014-08-30,13,"NSF proposal data",4,"NSF proposal data",8.5
"12085","NWT","sdl",2014-08-31,7,"NSF proposal data",2,"NSF proposal data",4.5
"12086","NWT","sdl",2014-09-01,9,"NSF proposal data",1,"NSF proposal data",5
"12087","NWT","sdl",2014-09-02,14,"NSF proposal data",4,"NSF proposal data",9
"12088","NWT","sdl",2014-09-03,16,"NSF proposal data",8,"NSF proposal data",12
"12089","NWT","sdl",2014-09-04,14,"NSF proposal data",2.1,"NSF proposal data",8.05
"12090","NWT","sdl",2014-09-05,11.6,"NSF proposal data",1,"NSF proposal data",6.3
"12091","NWT","sdl",2014-09-06,10.5,"NSF proposal data",2.5,"NSF proposal data",6.5
"12092","NWT","sdl",2014-09-07,12.1,"NSF proposal data",3.8,"NSF proposal data",7.95
"12093","NWT","sdl",2014-09-08,13.6,"NSF proposal data",5.4,"NSF proposal data",9.5
"12094","NWT","sdl",2014-09-09,8,"NSF proposal data",2,"NSF proposal data",5
"12095","NWT","sdl",2014-09-10,8,"NSF proposal data",0,"NSF proposal data",4
"12096","NWT","sdl",2014-09-11,8,"NSF proposal data",-6,"NSF proposal data",1
"12097","NWT","sdl",2014-09-12,7,"NSF proposal data",-6,"NSF proposal data",0.5
"12098","NWT","sdl",2014-09-13,10,"NSF proposal data",2,"NSF proposal data",6
"12099","NWT","sdl",2014-09-14,12,"NSF proposal data",4,"NSF proposal data",8
"12100","NWT","sdl",2014-09-15,13,"NSF proposal data",2,"NSF proposal data",7.5
"12101","NWT","sdl",2014-09-16,13,"NSF proposal data",4,"NSF proposal data",8.5
"12102","NWT","sdl",2014-09-17,15,"NSF proposal data",5,"NSF proposal data",10
"12103","NWT","sdl",2014-09-18,15,"NSF proposal data",4,"NSF proposal data",9.5
